film_id,title,rating,público-alvo
832,"SPLASH GUMP",PG,"Não recomendado para menores de 10 anos"
833,"SPLENDOR PATTON",R,"Não recomendado para menores de 17 anos"
834,"SPOILERS HELLFIGHTERS",G,"Livre para todos"
835,"SPY MILE",PG-13,"Não recomendado para menores de 13 anos"
836,"SQUAD FISH",PG,"Não recomendado para menores de 10 anos"
837,"STAGE WORLD",PG,"Não recomendado para menores de 10 anos"
838,"STAGECOACH ARMAGEDDON",R,"Não recomendado para menores de 17 anos"
839,"STALLION SUNDANCE",PG-13,"Não recomendado para menores de 13 anos"
840,"STAMPEDE DISTURBING",R,"Não recomendado para menores de 17 anos"
841,"STAR OPERATION",PG,"Não recomendado para menores de 10 anos"
842,"STATE WASTELAND",NC-17,"Proibido para menores de idade"
843,"STEEL SANTA",NC-17,"Proibido para menores de idade"
844,"STEERS ARMAGEDDON",PG,"Não recomendado para menores de 10 anos"
845,"STEPMOM DREAM",NC-17,"Proibido para menores de idade"
846,"STING PERSONAL",NC-17,"Proibido para menores de idade"
847,"STOCK GLASS",PG,"Não recomendado para menores de 10 anos"
848,"STONE FIRE",G,"Livre para todos"
849,"STORM HAPPINESS",NC-17,"Proibido para menores de idade"
850,"STORY SIDE",R,"Não recomendado para menores de 17 anos"
851,"STRAIGHT HOURS",R,"Não recomendado para menores de 17 anos"
852,"STRANGELOVE DESIRE",NC-17,"Proibido para menores de idade"
853,"STRANGER STRANGERS",G,"Livre para todos"
854,"STRANGERS GRAFFITI",R,"Não recomendado para menores de 17 anos"
855,"STREAK RIDGEMONT",PG-13,"Não recomendado para menores de 13 anos"
856,"STREETCAR INTENTIONS",R,"Não recomendado para menores de 17 anos"
857,"STRICTLY SCARFACE",PG-13,"Não recomendado para menores de 13 anos"
858,"SUBMARINE BED",R,"Não recomendado para menores de 17 anos"
859,"SUGAR WONKA",PG,"Não recomendado para menores de 10 anos"
860,"SUICIDES SILENCE",G,"Livre para todos"
861,"SUIT WALLS",R,"Não recomendado para menores de 17 anos"
862,"SUMMER SCARFACE",G,"Livre para todos"
863,"SUN CONFESSIONS",R,"Não recomendado para menores de 17 anos"
864,"SUNDANCE INVASION",NC-17,"Proibido para menores de idade"
865,"SUNRISE LEAGUE",PG-13,"Não recomendado para menores de 13 anos"
866,"SUNSET RACER",NC-17,"Proibido para menores de idade"
867,"SUPER WYOMING",PG,"Não recomendado para menores de 10 anos"
868,"SUPERFLY TRIP",PG,"Não recomendado para menores de 10 anos"
869,"SUSPECTS QUILLS",PG,"Não recomendado para menores de 10 anos"
870,"SWARM GOLD",PG-13,"Não recomendado para menores de 13 anos"
871,"SWEDEN SHINING",PG,"Não recomendado para menores de 10 anos"
872,"SWEET BROTHERHOOD",R,"Não recomendado para menores de 17 anos"
873,"SWEETHEARTS SUSPECTS",G,"Livre para todos"
874,"TADPOLE PARK",PG,"Não recomendado para menores de 10 anos"
875,"TALENTED HOMICIDE",PG,"Não recomendado para menores de 10 anos"
876,"TARZAN VIDEOTAPE",PG-13,"Não recomendado para menores de 13 anos"
877,"TAXI KICK",PG-13,"Não recomendado para menores de 13 anos"
878,"TEEN APOLLO",G,"Livre para todos"
879,"TELEGRAPH VOYAGE",PG,"Não recomendado para menores de 10 anos"
880,"TELEMARK HEARTBREAKERS",PG-13,"Não recomendado para menores de 13 anos"
881,"TEMPLE ATTRACTION",PG,"Não recomendado para menores de 10 anos"
882,"TENENBAUMS COMMAND",PG-13,"Não recomendado para menores de 13 anos"
883,"TEQUILA PAST",PG,"Não recomendado para menores de 10 anos"
884,"TERMINATOR CLUB",R,"Não recomendado para menores de 17 anos"
885,"TEXAS WATCH",NC-17,"Proibido para menores de idade"
886,"THEORY MERMAID",PG-13,"Não recomendado para menores de 13 anos"
887,"THIEF PELICAN",PG-13,"Não recomendado para menores de 13 anos"
888,"THIN SAGEBRUSH",PG-13,"Não recomendado para menores de 13 anos"
889,"TIES HUNGER",R,"Não recomendado para menores de 17 anos"
890,"TIGHTS DAWN",R,"Não recomendado para menores de 17 anos"
891,"TIMBERLAND SKY",G,"Livre para todos"
892,"TITANIC BOONDOCK",R,"Não recomendado para menores de 17 anos"
893,"TITANS JERK",PG,"Não recomendado para menores de 10 anos"
894,"TOMATOES HELLFIGHTERS",PG,"Não recomendado para menores de 10 anos"
895,"TOMORROW HUSTLER",R,"Não recomendado para menores de 17 anos"
896,"TOOTSIE PILOT",PG,"Não recomendado para menores de 10 anos"
897,"TORQUE BOUND",G,"Livre para todos"
898,"TOURIST PELICAN",PG-13,"Não recomendado para menores de 13 anos"
899,"TOWERS HURRICANE",NC-17,"Proibido para menores de idade"
900,"TOWN ARK",R,"Não recomendado para menores de 17 anos"
901,"TRACY CIDER",G,"Livre para todos"
902,"TRADING PINOCCHIO",PG,"Não recomendado para menores de 10 anos"
903,"TRAFFIC HOBBIT",G,"Livre para todos"
904,"TRAIN BUNCH",R,"Não recomendado para menores de 17 anos"
905,"TRAINSPOTTING STRANGERS",PG-13,"Não recomendado para menores de 13 anos"
906,"TRAMP OTHERS",PG,"Não recomendado para menores de 10 anos"
907,"TRANSLATION SUMMER",PG-13,"Não recomendado para menores de 13 anos"
908,"TRAP GUYS",G,"Livre para todos"
909,"TREASURE COMMAND",PG-13,"Não recomendado para menores de 13 anos"
910,"TREATMENT JEKYLL",PG,"Não recomendado para menores de 10 anos"
911,"TRIP NEWTON",PG-13,"Não recomendado para menores de 13 anos"
912,"TROJAN TOMORROW",PG,"Não recomendado para menores de 10 anos"
913,"TROOPERS METAL",R,"Não recomendado para menores de 17 anos"
914,"TROUBLE DATE",PG,"Não recomendado para menores de 10 anos"
915,"TRUMAN CRAZY",G,"Livre para todos"
916,"TURN STAR",G,"Livre para todos"
917,"TUXEDO MILE",R,"Não recomendado para menores de 17 anos"
918,"TWISTED PIRATES",PG,"Não recomendado para menores de 10 anos"
919,"TYCOON GATHERING",G,"Livre para todos"
920,"UNBREAKABLE KARATE",G,"Livre para todos"
921,"UNCUT SUICIDES",PG-13,"Não recomendado para menores de 13 anos"
922,"UNDEFEATED DALMATIONS",PG-13,"Não recomendado para menores de 13 anos"
923,"UNFAITHFUL KILL",R,"Não recomendado para menores de 17 anos"
924,"UNFORGIVEN ZOOLANDER",PG,"Não recomendado para menores de 10 anos"
925,"UNITED PILOT",R,"Não recomendado para menores de 17 anos"
926,"UNTOUCHABLES SUNRISE",NC-17,"Proibido para menores de idade"
927,"UPRISING UPTOWN",NC-17,"Proibido para menores de idade"
928,"UPTOWN YOUNG",PG,"Não recomendado para menores de 10 anos"
929,"USUAL UNTOUCHABLES",PG-13,"Não recomendado para menores de 13 anos"
930,"VACATION BOONDOCK",R,"Não recomendado para menores de 17 anos"
931,"VALENTINE VANISHING",PG-13,"Não recomendado para menores de 13 anos"
932,"VALLEY PACKER",G,"Livre para todos"
933,"VAMPIRE WHALE",NC-17,"Proibido para menores de idade"
934,"VANILLA DAY",NC-17,"Proibido para menores de idade"
935,"VANISHED GARDEN",R,"Não recomendado para menores de 17 anos"
936,"VANISHING ROCKY",NC-17,"Proibido para menores de idade"
937,"VARSITY TRIP",NC-17,"Proibido para menores de idade"
938,"VELVET TERMINATOR",R,"Não recomendado para menores de 17 anos"
939,"VERTIGO NORTHWEST",R,"Não recomendado para menores de 17 anos"
940,"VICTORY ACADEMY",PG-13,"Não recomendado para menores de 13 anos"
941,"VIDEOTAPE ARSENIC",NC-17,"Proibido para menores de idade"
942,"VIETNAM SMOOCHY",PG-13,"Não recomendado para menores de 13 anos"
943,"VILLAIN DESPERATE",PG-13,"Não recomendado para menores de 13 anos"
944,"VIRGIN DAISY",PG-13,"Não recomendado para menores de 13 anos"
945,"VIRGINIAN PLUTO",R,"Não recomendado para menores de 17 anos"
946,"VIRTUAL SPOILERS",NC-17,"Proibido para menores de idade"
947,"VISION TORQUE",PG-13,"Não recomendado para menores de 13 anos"
948,"VOICE PEACH",PG-13,"Não recomendado para menores de 13 anos"
949,"VOLCANO TEXAS",NC-17,"Proibido para menores de idade"
950,"VOLUME HOUSE",PG,"Não recomendado para menores de 10 anos"
951,"VOYAGE LEGALLY",PG-13,"Não recomendado para menores de 13 anos"
952,"WAGON JAWS",PG,"Não recomendado para menores de 10 anos"
953,"WAIT CIDER",PG-13,"Não recomendado para menores de 13 anos"
954,"WAKE JAWS",G,"Livre para todos"
955,"WALLS ARTIST",PG,"Não recomendado para menores de 10 anos"
956,"WANDA CHAMBER",PG-13,"Não recomendado para menores de 13 anos"
957,"WAR NOTTING",G,"Livre para todos"
958,"WARDROBE PHANTOM",G,"Livre para todos"
959,"WARLOCK WEREWOLF",G,"Livre para todos"
960,"WARS PLUTO",G,"Livre para todos"
961,"WASH HEAVENLY",R,"Não recomendado para menores de 17 anos"
962,"WASTELAND DIVINE",PG,"Não recomendado para menores de 10 anos"
963,"WATCH TRACY",PG,"Não recomendado para menores de 10 anos"
964,"WATERFRONT DELIVERANCE",G,"Livre para todos"
965,"WATERSHIP FRONTIER",G,"Livre para todos"
966,"WEDDING APOLLO",PG,"Não recomendado para menores de 10 anos"
967,"WEEKEND PERSONAL",R,"Não recomendado para menores de 17 anos"
968,"WEREWOLF LOLA",G,"Livre para todos"
969,"WEST LION",G,"Livre para todos"
970,"WESTWARD SEABISCUIT",NC-17,"Proibido para menores de idade"
971,"WHALE BIKINI",PG-13,"Não recomendado para menores de 13 anos"
972,"WHISPERER GIANT",PG-13,"Não recomendado para menores de 13 anos"
973,"WIFE TURN",NC-17,"Proibido para menores de idade"
974,"WILD APOLLO",R,"Não recomendado para menores de 17 anos"
975,"WILLOW TRACY",R,"Não recomendado para menores de 17 anos"
976,"WIND PHANTOM",R,"Não recomendado para menores de 17 anos"
977,"WINDOW SIDE",R,"Não recomendado para menores de 17 anos"
978,"WISDOM WORKER",R,"Não recomendado para menores de 17 anos"
979,"WITCHES PANIC",NC-17,"Proibido para menores de idade"
980,"WIZARD COLDBLOODED",PG,"Não recomendado para menores de 10 anos"
981,"WOLVES DESIRE",NC-17,"Proibido para menores de idade"
982,"WOMEN DORADO",R,"Não recomendado para menores de 17 anos"
983,"WON DARES",PG,"Não recomendado para menores de 10 anos"
984,"WONDERFUL DROP",NC-17,"Proibido para menores de idade"
985,"WONDERLAND CHRISTMAS",PG,"Não recomendado para menores de 10 anos"
986,"WONKA SEA",NC-17,"Proibido para menores de idade"
987,"WORDS HUNTER",PG,"Não recomendado para menores de 10 anos"
988,"WORKER TARZAN",R,"Não recomendado para menores de 17 anos"
989,"WORKING MICROCOSMOS",R,"Não recomendado para menores de 17 anos"
990,"WORLD LEATHERNECKS",PG-13,"Não recomendado para menores de 13 anos"
991,"WORST BANGER",PG,"Não recomendado para menores de 10 anos"
992,"WRATH MILE",NC-17,"Proibido para menores de idade"
993,"WRONG BEHAVIOR",PG-13,"Não recomendado para menores de 13 anos"
994,"WYOMING STORM",PG-13,"Não recomendado para menores de 13 anos"
995,"YENTL IDAHO",R,"Não recomendado para menores de 17 anos"
996,"YOUNG LANGUAGE",G,"Livre para todos"
997,"YOUTH KICK",NC-17,"Proibido para menores de idade"
998,"ZHIVAGO CORE",NC-17,"Proibido para menores de idade"
999,"ZOOLANDER FICTION",R,"Não recomendado para menores de 17 anos"
1000,"ZORRO ARK",NC-17,"Proibido para menores de idade"
